"","Date","Time","Day","Station","Code","Min Delay","Min Gap","Bound","Line","Vehicle","OID_","line","line_1","POINT_X","POINT_Y","CODE.DESCRIPTION"
"16570",2024-09-03,"07:30","Tuesday","Rosedale","SUDP",0,0,"N","YU",5691,55,"Yonge-University",1,-79.388772396,43.677128586,"Disorderly Patron"
"16571",2024-09-03,"07:37","Tuesday","Vaughan Met. Centre","PUOPO",0,0,"S","YU",5421,70,"Yonge-University",0,-79.526543035,43.793593306,"OPTO (COMMS) Train Door Monitoring"
"16572",2024-09-03,"07:39","Tuesday","Highway 407","PUOPO",3,6,"S","YU",5421,71,"Yonge-University",0,-79.523119077,43.78351988,"OPTO (COMMS) Train Door Monitoring"
"16573",2024-09-03,"08:01","Tuesday","St Patrick","MUI",14,17,"S","YU",5411,46,"Yonge-University",1,-79.388514008,43.654744649,"Injured or ill Customer (On Train) - Transported"
"16574",2024-09-03,"08:08","Tuesday","Summerhill","MUWR",0,0,NA,"YU",0,56,"Yonge-University",1,-79.390913388,43.68210859,"Work Refusal"
"16575",2024-09-03,"08:54","Tuesday","Museum","MUPAA",3,5,"S","YU",6051,44,"Yonge-University",1,-79.393731641,43.667212514,"Passenger Assistance Alarm Activated - No Trouble Found"
"16576",2024-09-03,"08:59","Tuesday","College","SUUT",0,0,"S","YU",5466,53,"Yonge-University",1,-79.383313131,43.661307158,"Unauthorized at Track Level"
"16577",2024-09-03,"09:03","Tuesday","Jane","MUPAA",0,0,"W","BD",5254,4,"Bloor-Danforth",2,-79.484647899,43.649751849,"Passenger Assistance Alarm Activated - No Trouble Found"
"16578",2024-09-03,"09:29","Tuesday","Kipling","TUMVS",3,6,"W","BD",5223,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Operator Violated Signal"
"16579",2024-09-03,"09:39","Tuesday","Donlands","SUDP",0,0,"E","BD",5122,23,"Bloor-Danforth",2,-79.337800388,43.681180597,"Disorderly Patron"
"16580",2024-09-03,"10:25","Tuesday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"16581",2024-09-03,"10:27","Tuesday","Queen's Park","MUPAA",3,6,"N","YU",5866,45,"Yonge-University",1,-79.390699978,43.659788798,"Passenger Assistance Alarm Activated - No Trouble Found"
"16582",2024-09-03,"10:39","Tuesday","Yonge","MUPAA",3,6,"E","BD",5019,17,"Yonge-University",1,-79.38594519,43.670985406,"Passenger Assistance Alarm Activated - No Trouble Found"
"16583",2024-09-03,"10:43","Tuesday","Coxwell","PUMO",0,0,"E","BD",5213,25,"Bloor-Danforth",2,-79.324124363,43.684123636,"Station Other"
"16584",2024-09-03,"10:45","Tuesday","King","MUIE",0,0,NA,"YU",0,50,"Yonge-University",1,-79.378120778,43.649110941,"Injured Employee"
"16585",2024-09-03,"10:48","Tuesday","Spadina","MUPAA",0,0,"W","BD",5341,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Passenger Assistance Alarm Activated - No Trouble Found"
"16586",2024-09-03,"10:54","Tuesday","Yonge","PUMEL",0,0,NA,"BD",0,17,"Yonge-University",1,-79.38594519,43.670985406,"Escalator/Elevator Incident"
"16587",2024-09-03,"10:59","Tuesday","Victoria Park","PUSTC",3,7,"E","BD",5019,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Signals - Track Circuit Problems"
"16588",2024-09-03,"11:07","Tuesday","Eglinton","MUGD",0,0,"B","YU",0,59,"Yonge-University",1,-79.398622359,43.706765596,"Miscellaneous General Delays"
"16589",2024-09-03,"11:07","Tuesday","Coxwell","SUO",0,0,"E","BD",5098,25,"Bloor-Danforth",2,-79.324124363,43.684123636,"Passenger Other"
"16590",2024-09-03,"11:52","Tuesday","Islington","PUSO",4,8,"E","BD",5030,1,"Bloor-Danforth",2,-79.523970386,43.645471587,"S/E/C Department Other"
"16591",2024-09-03,"11:53","Tuesday","Kennedy","MUIRS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16592",2024-09-03,"12:34","Tuesday","Kennedy","PUSTC",0,0,"W","BD",5355,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Signals - Track Circuit Problems"
"16593",2024-09-03,"12:40","Tuesday","Eglinton","MUTO",8,13,"S","YU",0,59,"Yonge-University",1,-79.398622359,43.706765596,"Misc. Transportation Other - Employee Non-Chargeable"
"16594",2024-09-03,"12:52","Tuesday","Wilson","PUMEL",0,0,NA,"YU",0,37,"Yonge-University",1,-79.450119364,43.733997597,"Escalator/Elevator Incident"
"16595",2024-09-03,"12:56","Tuesday","Finch","SUDP",0,0,NA,"YU",0,64,"Yonge-University",1,-79.415772005,43.780682365,"Disorderly Patron"
"16596",2024-09-03,"13:05","Tuesday","Kennedy","TUSC",0,0,"E","BD",5089,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Operator Overspeeding"
"16597",2024-09-03,"13:28","Tuesday","Coxwell","PUMO",0,0,NA,"BD",0,25,"Bloor-Danforth",2,-79.324124363,43.684123636,"Station Other"
"16598",2024-09-03,"13:47","Tuesday","Queen","MUIRS",0,0,"N","YU",0,51,"Yonge-University",1,-79.379455679,43.652393313,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16599",2024-09-03,"14:50","Tuesday","Bloor","MUIRS",0,0,"N","YU",0,17,"Bloor-Danforth",2,-79.3832,43.67,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16600",2024-09-03,"15:04","Tuesday","Yorkdale","SUG",0,0,NA,"YU",0,38,"Yonge-University",1,-79.447865439,43.725026597,"Graffiti / Scratchiti"
"16601",2024-09-03,"15:10","Tuesday","Dufferin","MUIS",0,0,NA,"BD",0,10,"Bloor-Danforth",2,-79.435516833,43.660191777,"Injured or ill Customer (In Station) - Transported"
"16602",2024-09-03,"15:25","Tuesday","Sherbourne","SUDP",0,0,"W","BD",5252,18,"Bloor-Danforth",2,-79.377134499,43.672095117,"Disorderly Patron"
"16603",2024-09-03,"15:27","Tuesday","Kipling","MUIR",3,6,NA,"BD",5100,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Injured or ill Customer (On Train) - Medical Aid Refused"
"16604",2024-09-03,"15:31","Tuesday","Kipling","PUSO",6,9,"W","BD",5100,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"S/E/C Department Other"
"16605",2024-09-03,"16:05","Tuesday","Kipling","PUSO",5,9,"W","BD",5378,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"S/E/C Department Other"
"16606",2024-09-03,"16:34","Tuesday","Warden","MUIRS",0,0,NA,"BD",0,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16607",2024-09-03,"16:39","Tuesday","Islington","TUSC",3,6,"E","BD",5087,1,"Bloor-Danforth",2,-79.523970386,43.645471587,"Operator Overspeeding"
"16608",2024-09-03,"17:07","Tuesday","Sheppard","MUPAA",0,0,"S","YU",5821,62,"Yonge-University",1,-79.411104746,43.761474916,"Passenger Assistance Alarm Activated - No Trouble Found"
"16609",2024-09-03,"17:30","Tuesday","Finch","MUNCA",0,0,NA,"YU",0,64,"Yonge-University",1,-79.415772005,43.780682365,NA
"16610",2024-09-03,"17:45","Tuesday","Jane","PUMEL",0,0,NA,"BD",0,4,"Bloor-Danforth",2,-79.484647899,43.649751849,"Escalator/Elevator Incident"
"16611",2024-09-03,"18:01","Tuesday","Victoria Park","PUSTC",6,9,"E","BD",5019,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Signals - Track Circuit Problems"
"16612",2024-09-03,"18:13","Tuesday","Finch West","SUAP",0,0,NA,"YU",0,74,"Yonge-University",0,-79.490993428,43.7634986,"Assault / Patron Involved"
"16613",2024-09-03,"18:35","Tuesday","Victoria Park","PUSTC",4,7,"E","BD",5127,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Signals - Track Circuit Problems"
"16614",2024-09-03,"19:06","Tuesday","Yonge","MUD",3,6,"E","BD",5085,17,"Yonge-University",1,-79.38594519,43.670985406,"Door Problems - Passenger Related"
"16615",2024-09-03,"19:08","Tuesday","Broadview","PUMEL",0,0,NA,"BD",0,20,"Bloor-Danforth",2,-79.358879712,43.676784225,"Escalator/Elevator Incident"
"16616",2024-09-03,"19:11","Tuesday","Dufferin","MUO",0,0,NA,"BD",0,10,"Bloor-Danforth",2,-79.435516833,43.660191777,"Miscellaneous Other"
"16617",2024-09-03,"19:21","Tuesday","Union","SUO",0,0,"S","YU",5936,49,"Yonge-University",1,-79.380694393,43.64566489,"Passenger Other"
"16618",2024-09-03,"19:26","Tuesday","Sheppard","MUPAA",4,7,"N","YU",5961,62,"Yonge-University",1,-79.411104746,43.761474916,"Passenger Assistance Alarm Activated - No Trouble Found"
"16619",2024-09-03,"19:28","Tuesday","Dufferin","PUMEL",0,0,NA,"BD",0,10,"Bloor-Danforth",2,-79.435516833,43.660191777,"Escalator/Elevator Incident"
"16620",2024-09-03,"19:51","Tuesday","St Clair West","MUD",11,15,"N","YU",5811,42,"Yonge-University",1,-79.415524426,43.68370091,"Door Problems - Passenger Related"
"16621",2024-09-03,"20:57","Tuesday","Lawrence West","MUPAA",0,0,"N","YU",5926,39,"Yonge-University",1,-79.444403408,43.716018577,"Passenger Assistance Alarm Activated - No Trouble Found"
"16622",2024-09-03,"21:02","Tuesday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"16623",2024-09-03,"21:44","Tuesday","Sherbourne","MUDD",0,0,"W","BD",5330,18,"Bloor-Danforth",2,-79.377134499,43.672095117,"Door Problems - Debris Related"
"16624",2024-09-03,"21:52","Tuesday","Bloor","MUPAA",0,0,"N","YU",5761,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Assistance Alarm Activated - No Trouble Found"
"16625",2024-09-03,"23:17","Tuesday","Union","MUIRS",0,0,NA,"YU",0,49,"Yonge-University",1,-79.380694393,43.64566489,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16626",2024-09-03,"23:29","Tuesday","Spadina","MUIRS",0,0,"N","YU",0,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16627",2024-09-03,"23:36","Tuesday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"16628",2024-09-03,"23:37","Tuesday","Dundas","MUIS",0,0,"S","YU",0,52,"Yonge-University",1,-79.381123655,43.656277584,"Injured or ill Customer (In Station) - Transported"
"16629",2024-09-03,"23:47","Tuesday","Victoria Park","MUIS",0,0,NA,"BD",0,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Injured or ill Customer (In Station) - Transported"
"16630",2024-09-03,"00:29","Tuesday","Lawrence West","SUUT",12,18,"N","YU",0,39,"Yonge-University",1,-79.444403408,43.716018577,"Unauthorized at Track Level"
"16631",2024-09-03,"00:57","Tuesday","Bloor","SUO",0,0,"N","YU",0,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"16632",2024-09-03,"01:22","Tuesday","Union","SUG",0,0,NA,"YU",0,49,"Yonge-University",1,-79.380694393,43.64566489,"Graffiti / Scratchiti"
"16633",2024-09-03,"01:34","Tuesday","Kennedy","SUUT",12,17,"E","BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Unauthorized at Track Level"
"16634",2024-09-03,"02:38","Tuesday","Sheppard","TUMVS",0,0,"W","SHP",6186,62,"Yonge-University",1,-79.411104746,43.761474916,"Operator Violated Signal"
"16635",2024-09-03,"08:56","Tuesday","Bessarion","PUOPO",0,0,"E","SHP",6176,68,"Sheppard",4,-79.376851072,43.769153336,"OPTO (COMMS) Train Door Monitoring"
"16636",2024-09-03,"19:23","Tuesday","Sheppard","MUPAA",0,0,"E","SHP",6151,62,"Yonge-University",1,-79.411104746,43.761474916,"Passenger Assistance Alarm Activated - No Trouble Found"
"16637",2024-09-04,"02:24","Wednesday","Vaughan Met. Centre","MUIS",0,0,NA,"YU",0,70,"Yonge-University",0,-79.526543035,43.793593306,"Injured or ill Customer (In Station) - Transported"
"16638",2024-09-04,"02:28","Wednesday","Kipling","MUIS",0,0,NA,"BD",0,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Injured or ill Customer (In Station) - Transported"
"16639",2024-09-04,"02:57","Wednesday","Vaughan Met. Centre","MUIS",0,0,NA,"YU",0,70,"Yonge-University",0,-79.526543035,43.793593306,"Injured or ill Customer (In Station) - Transported"
"16640",2024-09-04,"03:21","Wednesday","Broadview","PUMEL",0,0,NA,"BD",0,20,"Bloor-Danforth",2,-79.358879712,43.676784225,"Escalator/Elevator Incident"
"16641",2024-09-04,"06:01","Wednesday","Union","PUTO",8,0,"N","YU",6056,49,"Yonge-University",1,-79.380694393,43.64566489,"T&S Other"
"16642",2024-09-04,"06:02","Wednesday","Union","PUTO",3,0,"N","YU",5916,49,"Yonge-University",1,-79.380694393,43.64566489,"T&S Other"
"16643",2024-09-04,"06:12","Wednesday","Kipling","SUDP",5,8,"E","BD",5344,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Disorderly Patron"
"16644",2024-09-04,"06:21","Wednesday","Kipling","EUSC",0,0,"E","BD",5122,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Speed Control Equipment  "
"16645",2024-09-04,"06:35","Wednesday","St Clair West","PUOPO",8,10,"N","YU",6071,42,"Yonge-University",1,-79.415524426,43.68370091,"OPTO (COMMS) Train Door Monitoring"
"16646",2024-09-04,"06:37","Wednesday","St Clair West","PUOPO",6,8,"S","YU",5421,42,"Yonge-University",1,-79.415524426,43.68370091,"OPTO (COMMS) Train Door Monitoring"
"16647",2024-09-04,"06:55","Wednesday","Dundas West","MUDD",0,0,"W","BD",5008,8,"Bloor-Danforth",2,-79.452665671,43.657117263,"Door Problems - Debris Related"
"16648",2024-09-04,"07:16","Wednesday","Yonge","SUDP",0,0,"W","BD",5013,17,"Yonge-University",1,-79.38594519,43.670985406,"Disorderly Patron"
"16649",2024-09-04,"08:24","Wednesday","St Clair West","PUOPO",3,8,"S","YU",5986,42,"Yonge-University",1,-79.415524426,43.68370091,"OPTO (COMMS) Train Door Monitoring"
"16650",2024-09-04,"08:50","Wednesday","Davisville","MUPAA",6,8,"S","YU",5966,58,"Yonge-University",1,-79.397541379,43.698088363,"Passenger Assistance Alarm Activated - No Trouble Found"
"16651",2024-09-04,"08:51","Wednesday","King","MUIE",0,0,NA,"YU",0,50,"Yonge-University",1,-79.378120778,43.649110941,"Injured Employee"
"16652",2024-09-04,"08:55","Wednesday","Jane","PUMST",0,0,NA,"BD",0,4,"Bloor-Danforth",2,-79.484647899,43.649751849,"Station Stairway Incident "
"16653",2024-09-04,"09:22","Wednesday","Keele","EUDO",4,8,"W","BD",5330,7,"Bloor-Danforth",2,-79.460276072,43.655377717,"Door Problems - Faulty Equipment"
"16654",2024-09-04,"09:27","Wednesday","Ossington","TUMVS",0,0,"E","BD",5282,11,"Bloor-Danforth",2,-79.425870865,43.662438965,"Operator Violated Signal"
"16655",2024-09-04,"09:29","Wednesday","Kipling","MUSC",0,0,"E","BD",5210,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Miscellaneous Speed Control"
"16656",2024-09-04,"09:31","Wednesday","Bathurst","TUO",4,8,"E","BD",5282,13,"Bloor-Danforth",2,-79.411490357,43.665725238,"Transportation Department - Other"
"16657",2024-09-04,"09:34","Wednesday","Bloor","MUIS",0,0,NA,"YU",0,17,"Bloor-Danforth",2,-79.3832,43.67,"Injured or ill Customer (In Station) - Transported"
"16658",2024-09-04,"10:28","Wednesday","Lawrence West","MUIRS",0,0,NA,"YU",0,39,"Yonge-University",1,-79.444403408,43.716018577,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16659",2024-09-04,"10:41","Wednesday","Spadina","MUPAA",4,8,"W","BD",5202,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Passenger Assistance Alarm Activated - No Trouble Found"
"16660",2024-09-04,"10:45","Wednesday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"16661",2024-09-04,"11:16","Wednesday","Dundas West","MUNCA",0,0,NA,"BD",0,8,"Bloor-Danforth",2,-79.452665671,43.657117263,NA
"16662",2024-09-04,"11:40","Wednesday","Main","MUSC",3,7,"E","BD",5369,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Miscellaneous Speed Control"
"16663",2024-09-04,"11:43","Wednesday","Warden","MUWR",0,0,NA,"BD",0,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Work Refusal"
"16664",2024-09-04,"12:08","Wednesday","Eglinton","TUO",5,10,"N","YU",5751,59,"Yonge-University",1,-79.398622359,43.706765596,"Transportation Department - Other"
"16665",2024-09-04,"12:17","Wednesday","Yonge","MUPAA",0,0,"E","BD",5271,17,"Yonge-University",1,-79.38594519,43.670985406,"Passenger Assistance Alarm Activated - No Trouble Found"
"16666",2024-09-04,"12:48","Wednesday","Eglinton West","MUIR",0,0,"S","YU",5566,41,"Yonge-University",1,-79.436190432,43.698722631,"Injured or ill Customer (On Train) - Medical Aid Refused"
"16667",2024-09-04,"12:51","Wednesday","Keele","MUSC",0,0,"E","BD",5235,7,"Bloor-Danforth",2,-79.460276072,43.655377717,"Miscellaneous Speed Control"
"16668",2024-09-04,"13:29","Wednesday","Lawrence West","MUO",4,9,"S","YU",5596,39,"Yonge-University",1,-79.444403408,43.716018577,"Miscellaneous Other"
"16669",2024-09-04,"13:54","Wednesday","Dupont","PUOPO",5,10,"S","YU",6026,43,"Yonge-University",1,-79.40731305,43.674800945,"OPTO (COMMS) Train Door Monitoring"
"16670",2024-09-04,"14:01","Wednesday","Spadina","PUOPO",5,10,"S","YU",6026,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"OPTO (COMMS) Train Door Monitoring"
"16671",2024-09-04,"14:14","Wednesday","Davisville","MUPAA",0,0,"N","YU",6076,58,"Yonge-University",1,-79.397541379,43.698088363,"Passenger Assistance Alarm Activated - No Trouble Found"
"16672",2024-09-04,"14:34","Wednesday","Sheppard West","SUDP",6,10,"S","YU",5776,36,"Yonge-University",1,-79.462584556,43.750410786,"Disorderly Patron"
"16673",2024-09-04,"14:48","Wednesday","Finch","SUO",0,0,NA,"YU",0,64,"Yonge-University",1,-79.415772005,43.780682365,"Passenger Other"
"16674",2024-09-04,"15:13","Wednesday","Woodbine","MUSC",0,0,"W","BD",5111,26,"Bloor-Danforth",2,-79.313208456,43.686505466,"Miscellaneous Speed Control"
"16675",2024-09-04,"15:16","Wednesday","Yorkdale","EUYRD",4,8,"S","YU",5636,38,"Yonge-University",1,-79.447865439,43.725026597,"Yard/Carhouse Related Problems"
"16676",2024-09-04,"15:28","Wednesday","College","MUIS",0,0,NA,"YU",0,53,"Yonge-University",1,-79.383313131,43.661307158,"Injured or ill Customer (In Station) - Transported"
"16677",2024-09-04,"15:57","Wednesday","College","MUIS",0,0,NA,"YU",0,53,"Yonge-University",1,-79.383313131,43.661307158,"Injured or ill Customer (In Station) - Transported"
"16678",2024-09-04,"16:00","Wednesday","Kipling","MUIS",0,0,NA,"BD",0,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Injured or ill Customer (In Station) - Transported"
"16679",2024-09-04,"16:09","Wednesday","Chester","MUNCA",0,0,NA,"BD",0,21,"Bloor-Danforth",2,-79.352501598,43.678301743,NA
"16680",2024-09-04,"16:21","Wednesday","Glencairn","MUIS",0,0,NA,"YU",0,40,"Yonge-University",1,-79.441396375,43.70949463,"Injured or ill Customer (In Station) - Transported"
"16681",2024-09-04,"16:24","Wednesday","Victoria Park","PUMEL",0,0,NA,"BD",0,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Escalator/Elevator Incident"
"16682",2024-09-04,"16:42","Wednesday","Queen","MUPAA",3,5,"N","YU",5766,51,"Yonge-University",1,-79.379455679,43.652393313,"Passenger Assistance Alarm Activated - No Trouble Found"
"16683",2024-09-04,"16:44","Wednesday","Bloor","SUDP",0,0,NA,"YU",0,17,"Bloor-Danforth",2,-79.3832,43.67,"Disorderly Patron"
"16684",2024-09-04,"16:51","Wednesday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"16685",2024-09-04,"17:14","Wednesday","Davisville","TUNIP",2,4,"S","YU",5656,58,"Yonge-University",1,-79.397541379,43.698088363,"Operator Not In Position"
"16686",2024-09-04,"17:18","Wednesday","York Mills","MUIR",6,8,"N","YU",5876,61,"Yonge-University",1,-79.406415409,43.744225634,"Injured or ill Customer (On Train) - Medical Aid Refused"
"16687",2024-09-04,"18:28","Wednesday","Kennedy","SUDP",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Disorderly Patron"
"16688",2024-09-04,"18:48","Wednesday","Dufferin","MUPAA",3,6,"W","BD",5334,10,"Bloor-Danforth",2,-79.435516833,43.660191777,"Passenger Assistance Alarm Activated - No Trouble Found"
"16689",2024-09-04,"19:07","Wednesday","Main","MUIS",0,0,NA,"BD",0,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Injured or ill Customer (In Station) - Transported"
"16690",2024-09-04,"19:26","Wednesday","King","MUIRS",0,0,NA,"YU",0,50,"Yonge-University",1,-79.378120778,43.649110941,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16691",2024-09-04,"20:01","Wednesday","Chester","SUO",0,0,NA,"BD",0,21,"Bloor-Danforth",2,-79.352501598,43.678301743,"Passenger Other"
"16692",2024-09-04,"20:01","Wednesday","Sheppard","MUATC",6,8,"S","YU",5431,62,"Yonge-University",1,-79.411104746,43.761474916,"ATC Project"
"16693",2024-09-04,"20:57","Wednesday","St Clair","MUSAN",8,14,"S","YU",5761,57,"Yonge-University",1,-79.393589409,43.68818861,"Unsanitary Vehicle"
"16694",2024-09-04,"21:09","Wednesday","Warden","SUDP",0,0,NA,"BD",0,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Disorderly Patron"
"16695",2024-09-04,"21:58","Wednesday","Dundas","MUIRS",0,0,"N","YU",0,52,"Yonge-University",1,-79.381123655,43.656277584,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16696",2024-09-04,"22:33","Wednesday","St Clair West","MUIRS",0,0,"N","YU",0,42,"Yonge-University",1,-79.415524426,43.68370091,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16697",2024-09-04,"23:07","Wednesday","Bloor","MUIS",0,0,NA,"YU",0,17,"Bloor-Danforth",2,-79.3832,43.67,"Injured or ill Customer (In Station) - Transported"
"16698",2024-09-04,"23:36","Wednesday","Victoria Park","MUIS",0,0,NA,"BD",0,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Injured or ill Customer (In Station) - Transported"
"16699",2024-09-04,"00:26","Wednesday","Finch","MUIS",0,0,NA,"YU",0,64,"Yonge-University",1,-79.415772005,43.780682365,"Injured or ill Customer (In Station) - Transported"
"16700",2024-09-04,"01:05","Wednesday","King","MUATC",0,0,"N","YU",6041,50,"Yonge-University",1,-79.378120778,43.649110941,"ATC Project"
"16701",2024-09-04,"13:42","Wednesday","Don Mills","PUCSS",6,13,NA,"SHP",6186,69,"Sheppard",4,-79.347243483,43.775060927,"Central Office Signalling System"
"16702",2024-09-04,"15:57","Wednesday","Don Mills","SUO",0,0,NA,"SHP",0,69,"Sheppard",4,-79.347243483,43.775060927,"Passenger Other"
"16703",2024-09-05,"04:35","Thursday","Rosedale","PUSAC",0,0,"N","YU",0,55,"Yonge-University",1,-79.388772396,43.677128586,"Signals Axle Counter Block Failure"
"16704",2024-09-05,"05:17","Thursday","York Mills","EUVE",0,0,"S","BD",0,61,"Yonge-University",1,-79.406415409,43.744225634,"Work Vehicle"
"16705",2024-09-05,"06:05","Thursday","St George","PUMEL",0,0,NA,"YU",0,15,"Yonge-University",1,-79.397849346,43.668584618,"Escalator/Elevator Incident"
"16706",2024-09-05,"06:05","Thursday","Union","EUVE",6,0,"N","YU",5996,49,"Yonge-University",1,-79.380694393,43.64566489,"Work Vehicle"
"16707",2024-09-05,"06:06","Thursday","York Mills","EUVE",19,0,"S","YU",5876,61,"Yonge-University",1,-79.406415409,43.744225634,"Work Vehicle"
"16708",2024-09-05,"06:22","Thursday","Wellesley","PUTO",5,10,"N","YU",5961,54,"Yonge-University",1,-79.383695522,43.665093566,"T&S Other"
"16709",2024-09-05,"07:19","Thursday","Osgoode","MUIRS",0,0,NA,"YU",0,47,"Yonge-University",1,-79.386829953,43.650814436,"Injured or ill Customer (In Station) - Medical Aid Refused"
"16710",2024-09-05,"07:29","Thursday","Finch","EUBK",3,5,NA,"YU",5801,64,"Yonge-University",1,-79.415772005,43.780682365,"Brakes"
"16711",2024-09-05,"07:35","Thursday","Finch","EUCD",3,5,"S","YU",5801,64,"Yonge-University",1,-79.415772005,43.780682365,"Consequential Delay (2nd Delay Same Fault)"
"16712",2024-09-05,"07:41","Thursday","St George","PUSSW",39,42,"W","BD",5332,15,"Yonge-University",1,-79.397849346,43.668584618,"Track Switch Failure - Signal Related Problem"
"16713",2024-09-05,"08:09","Thursday","Kipling","TUSC",0,0,"W","BD",5106,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Operator Overspeeding"
"16714",2024-09-05,"08:18","Thursday","College","EUVA",9,11,"N","YU",5871,53,"Yonge-University",1,-79.383313131,43.661307158,"Warning Alarm Systems"
"16715",2024-09-05,"08:36","Thursday","Bloor","MUIS",0,0,NA,"YU",0,17,"Bloor-Danforth",2,-79.3832,43.67,"Injured or ill Customer (In Station) - Transported"
"16716",2024-09-05,"08:43","Thursday","Bloor","SUO",0,0,"N","YU",6031,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"16717",2024-09-05,"08:46","Thursday","Old Mill","TUMVS",0,0,"E","BD",5252,3,"Bloor-Danforth",2,-79.495150479,43.64999656,"Operator Violated Signal"
"16718",2024-09-05,"08:56","Thursday","Bloor","SUO",0,0,"S","YU",5691,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"16719",2024-09-05,"09:02","Thursday","North York Centre","MUDD",12,14,"N","YU",5566,63,"Yonge-University",1,-79.412735717,43.767837366,"Door Problems - Debris Related"
"16720",2024-09-05,"09:07","Thursday","Donlands","MUNCA",0,0,NA,"BD",0,23,"Bloor-Danforth",2,-79.337800388,43.681180597,NA
"16721",2024-09-05,"09:16","Thursday","York Mills","MUO",0,0,NA,"YU",0,61,"Yonge-University",1,-79.406415409,43.744225634,"Miscellaneous Other"
"16722",2024-09-05,"09:32","Thursday","Spadina","MUPAA",0,0,"W","BD",5135,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Passenger Assistance Alarm Activated - No Trouble Found"
"16723",2024-09-05,"09:52","Thursday","North York Centre","TUCC",0,0,"S","YU",5646,63,"Yonge-University",1,-79.412735717,43.767837366,"Transit Control Related Problems"
"16724",2024-09-05,"10:44","Thursday","Castle Frank","MUIR",4,8,"E","BD",5242,19,"Bloor-Danforth",2,-79.36830536,43.674104619,"Injured or ill Customer (On Train) - Medical Aid Refused"
"16725",2024-09-05,"10:59","Thursday","St George","PUSO",3,7,"W","BD",5053,15,"Yonge-University",1,-79.397849346,43.668584618,"S/E/C Department Other"
"16726",2024-09-05,"11:10","Thursday","Victoria Park","PUSSW",4,8,"E","BD",5363,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Track Switch Failure - Signal Related Problem"
